From,,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024,7/16/2024
To,,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024,7/31/2024
Subject to Bar under 8 CFR 208.13(c)(4) - No Exception Established,Case Receipts, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,All Decisions, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Persecution (Y), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Torture (Y), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Not Established (N), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Subject to Bar under 8 CFR 208.13(c)(4) - Exception Established,Case Receipts, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,All Decisions, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Persecution (Y), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Torture (Y), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Not Established (N), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Credible Fear Cases at Family Residential Centers3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024,7/16/2024
To,,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024,7/31/2024
Case Receipts,, 332 , 669 , 639 ," 1,081 ", 720 , 766 , 306 , 489 , 69 , 422 , 281 , 857 , 875 , 705 , 658 , 539 , 376 , 372 , 781 , 757 , 775 , 520 , 16 , 22 , 24 
All Decisions,, 433 , 415 , 458 , 397 , 161 , 358 , 710 , 603 , 554 , 826 , 413 , 561 ," 1,078 ", 846 , 697 , 871 , 730 , 562 , 587 , 630 , 569 , 489 , 668 , 101 , 40 
Fear Established_Persecution (Y),, 241 , 155 , 173 , 169 , 57 , 158 , 227 , 148 , 50 , 103 , 145 , 143 , 230 , 240 , 245 , 227 , 252 , 163 , 194 , 184 , 160 , 93 , 8 , 20 , 5 
Fear Established_Torture (Y),, 86 , 82 , 117 , 95 , 46 , 127 , 302 , 135 , 36 , 73 , 136 , 136 , 229 , 179 , 174 , 189 , 241 , 187 , 182 , 203 , 207 , 83 , 19 , 45 , 10 
Fear Not Established (N),, 79 , 140 , 144 , 105 , 41 , 68 , 172 , 193 , 43 , 40 , 101 , 224 , 406 , 228 , 167 , 199 , 138 , 196 , 198 , 225 , 168 , 77 , 20 , 31 , 18 
Administratively Closed,, 27 , 38 , 24 , 28 , 17 , 5 , 9 , 127 , 425 , 610 , 31 , 58 , 213 , 199 , 111 , 256 , 99 , 16 , 13 , 18 , 34 , 236 , 621 , 5 , 7 
All Reasonable Fear Cases,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024,7/16/2024
To,,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024,7/31/2024
Case Receipts,, 566 , 643 , 624 , 523 , 553 , 625 , 995 , 741 , 706 , 860 , 650 , 922 ," 1,200 ", 778 , 487 , 720 , 675 , 672 , 683 , 675 , 623 , 410 , 454 , 438 , 415 
All Decisions,, 528 , 550 , 561 , 504 , 549 , 392 , 563 , 517 , 554 , 929 , 832 ," 1,038 "," 1,243 ", 903 , 548 , 599 , 780 , 712 , 670 , 648 , 584 , 549 , 426 , 387 , 473 
Fear Established_Persecution (Y),, 58 , 72 , 80 , 51 , 83 , 77 , 115 , 99 , 68 , 112 , 110 , 169 , 207 , 151 , 83 , 61 , 85 , 95 , 78 , 69 , 68 , 55 , 45 , 37 , 27 
Fear Established_Torture (Y),, 99 , 121 , 86 , 80 , 93 , 82 , 125 , 102 , 108 , 182 , 176 , 230 , 275 , 176 , 92 , 93 , 130 , 120 , 103 , 104 , 94 , 73 , 68 , 36 , 67 
Fear Not Established (N),, 251 , 229 , 258 , 183 , 251 , 157 , 198 , 201 , 199 , 317 , 388 , 470 , 483 , 369 , 216 , 239 , 287 , 299 , 308 , 319 , 261 , 258 , 195 , 182 , 249 
Administratively Closed,, 120 , 128 , 137 , 190 , 122 , 76 , 124 , 115 , 179 , 318 , 158 , 169 , 278 , 207 , 157 , 206 , 278 , 198 , 181 , 156 , 161 , 163 , 118 , 132 , 130 
Reasonable Fear Cases at Family Residential Centers,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024,7/16/2024
To,,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024,7/31/2024
Case Receipts,, 51 , 39 , 67 , 72 , 76 , 103 , 149 , 120 , 165 , 244 , 187 , 267 , 152 , 40 , 26 , 30 , 39 , 39 , 26 , 26 , 34 , 14 , 8 , 14 , 11 
All Decisions,, 51 , 46 , 48 , 45 , 96 , 62 , 97 , 69 , 79 , 80 , 300 , 380 , 289 , 98 , 25 , 27 , 40 , 44 , 36 , 22 , 22 , 29 , 11 , 10 , 16 
Fear Established_Persecution (Y),, 9 , 12 , 11 , 8 , 15 , 24 , 24 , 20 , 7 , 15 , 46 , 70 , 72 , 26 , 9 , 7 , 10 , 14 , 10 , 1 , 4 , 4 , 1 , 2 , 1 
Fear Established_Torture (Y),, 13 , 15 , 8 , 7 , 21 , 12 , 35 , 18 , 23 , 32 , 85 , 126 , 105 , 34 , 9 , 7 , 11 , 12 , 9 , 7 , 7 , 8 , 3 , 1 , 5 
Fear Not Established (N),, 26 , 16 , 25 , 23 , 50 , 23 , 34 , 19 , 29 , 15 , 141 , 175 , 96 , 33 , 6 , 8 , 14 , 16 , 11 , 12 , 7 , 13 , 6 , 4 , 7 
Administratively Closed,, 3 , 3 , 4 , 7 , 10 , 3 , 4 , 12 , 20 , 18 , 28 , 9 , 16 , 5 , 1 , 5 , 5 , 2 , 6 , 2 , 4 , 4 , 1 , 3 , 3 
Credible Fear Cases Disaggregated by Adjudicator DHS Component and Occupational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjudicator Component and Occupational Series,From,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024,7/16/2024
,To,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024,7/31/2024
"USCIS: GS-0930, GS-1801",All Decisions," 9,041 "," 7,714 "," 8,588 "," 7,526 "," 7,322 "," 6,359 "," 8,622 "," 9,174 "," 8,549 "," 9,547 "," 5,606 "," 6,826 "," 11,268 "," 11,428 "," 9,080 "," 11,328 "," 12,468 "," 9,436 "," 10,076 "," 9,217 "," 9,298 "," 7,118 "," 6,439 "," 2,646 "," 1,547 "
,Fear Established_Persecution (Y)," 2,946 "," 2,510 "," 2,583 "," 2,472 "," 2,539 "," 2,124 "," 2,682 "," 2,582 "," 2,163 "," 2,110 "," 1,920 "," 1,816 "," 1,844 "," 2,059 "," 1,892 "," 2,321 "," 2,855 "," 2,532 "," 2,570 "," 2,464 "," 2,347 "," 1,958 "," 1,364 ", 598 , 223 
,Fear Established_Torture (Y)," 2,102 "," 1,886 "," 1,945 "," 1,554 "," 1,569 "," 1,516 "," 2,301 "," 2,102 "," 1,585 "," 1,480 "," 1,339 "," 1,410 "," 1,631 "," 1,600 "," 1,425 "," 1,831 "," 2,043 "," 1,747 "," 1,773 "," 1,566 "," 1,575 "," 1,287 ", 958 , 458 , 146 
,Fear Not Established (N)," 3,134 "," 2,575 "," 3,053 "," 2,453 "," 2,228 "," 2,003 "," 2,791 "," 2,832 "," 2,528 "," 2,583 "," 1,639 "," 2,149 "," 3,479 "," 3,523 "," 3,215 "," 3,244 "," 3,681 "," 3,604 "," 3,854 "," 3,777 "," 3,570 "," 2,492 "," 1,472 ", 604 , 294 
,Administratively Closed, 858 , 743 ," 1,007 "," 1,047 ", 986 , 716 , 848 ," 1,658 "," 2,273 "," 3,374 ", 708 ," 1,451 "," 4,314 "," 4,246 "," 2,548 "," 3,932 "," 3,889 "," 1,553 "," 1,879 "," 1,410 "," 1,806 "," 1,381 "," 2,645 ", 986 , 884 
"USCBP: GS-1895, GS-1896",All Decisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Persecution (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Torture (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Not Established (N), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reasonable Fear Cases Disaggregated by Adjudicator DHS Component and Occupational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjudicator Component and Occupational Series,From,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024,7/16/2024
,To,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024,7/31/2024
"USCIS: GS-0930, GS-1801",All Decisions, 528 , 550 , 561 , 504 , 549 , 392 , 563 , 517 , 554 , 929 , 832 ," 1,038 "," 1,243 ", 903 , 548 , 599 , 780 , 712 , 670 , 648 , 584 , 549 , 426 , 387 , 473 
,Fear Established_Persecution (Y), 60 , 72 , 81 , 53 , 85 , 77 , 117 , 102 , 70 , 115 , 111 , 172 , 210 , 152 , 84 , 62 , 85 , 95 , 79 , 70 , 69 , 55 , 45 , 37 , 27 
,Fear Established_Torture (Y), 99 , 121 , 86 , 80 , 93 , 82 , 125 , 102 , 108 , 182 , 176 , 230 , 275 , 176 , 92 , 93 , 130 , 120 , 103 , 104 , 94 , 73 , 68 , 36 , 67 
,Fear Not Established (N), 264 , 245 , 271 , 199 , 267 , 171 , 217 , 217 , 212 , 330 , 404 , 495 , 506 , 387 , 224 , 252 , 300 , 314 , 323 , 335 , 270 , 263 , 198 , 187 , 262 
,Administratively Closed, 120 , 128 , 137 , 190 , 122 , 76 , 124 , 115 , 179 , 318 , 158 , 169 , 278 , 207 , 157 , 206 , 278 , 198 , 181 , 156 , 161 , 163 , 118 , 132 , 130 
"USCBP: GS-1895, GS-18964",All Decisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Persecution (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Torture (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Not Established (N), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Key,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Refugee Officers, occupational series 1801, CBP Officers, occupational series 1895, and Border Patrol Agents, occupational series 1896, who conduct credible fear and reasonable fear screening determinations, have been trained in accordance with the regulatory and statutory requirements for Asylum Officers, occupational series 0930.  Additionally, all credible fear and reasonable fear screening determinations are reviewed by either a Supervisory Asylum Officer, occupational series 0930 or one of a small number of Supervisory Refugee Officers, occupational series 1801, serving in the capacity of Supervisory Asylum Officers. The Supervisory Refugee Officers are either former asylum officers or have been trained and have experience consistent with the regulatory and statutory requirements to conduct reviews of these cases.",,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents 0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"For more information on our reports, visit the Understanding Our Data page.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Case receipts are grouped by date of receipt, decisions are grouped by date of completion",,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Case receipts and completions subject to the Third Country Transit Bar - Interim Final Rule for June 2020 do not include any cases affected by the vacatur of the Third-Country Transit Bar on June 30, 2020 in CAIR v. Trump, 19-cv-02117, June 30, 2020 (D.D.C)",,,,,,,,,,,,,,,,,,,,,,,,,,
3 Only single adults have been screened at the Family Residential Centers.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 USCBP adjudicators have not been assigned any reasonable fear cases to date,,,,,,,,,,,,,,,,,,,,,,,,,,
