"This report is current as of July 18, 2024 ",,,,,,,,,,,,,,,,,,,,,,,,,,
All Credible Fear Cases - Showing number of cases received and number of cases completed by outcome per semi-monthly period (1st - 15th and 16th - end of month)1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
To,,7/15/2023,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024
Case Receipts,,399,566,643,624,523,553,625,995,741,706,860,650,922,"1,200",778,487,720,675,672,683,675,623,410,454,393
All Decisions,,386,528,550,561,504,549,392,563,517,554,929,832,"1,038","1,243",903,548,599,780,712,670,648,584,549,426,385
Fear Established_Persecution (Y),,45,58,72,80,51,83,77,115,99,68,112,110,169,207,151,83,61,85,95,78,69,68,55,45,37
Fear Established_Torture (Y),,70,99,121,86,80,93,82,125,102,108,182,176,230,275,176,92,93,130,120,103,104,94,73,68,36
Fear Not Established (N),,184,251,229,258,183,251,157,198,201,199,317,388,470,483,369,216,239,287,299,308,319,261,258,195,182
Administratively Closed,,87,120,128,137,190,122,76,124,115,179,318,158,169,278,207,157,206,278,198,181,156,161,163,118,130
Reasonable Fear Cases at Family Residential Centers,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,7/1/2023,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024
To,,7/15/2023,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024
Case Receipts,,48,51,39,67,72,76,103,149,120,165,244,187,267,152,40,26,30,39,39,26,26,34,14,8,8
All Decisions,,49,51,46,48,45,96,62,97,69,79,80,300,380,289,98,25,27,40,44,36,22,22,29,11,10
Fear Established_Persecution (Y),,5,9,12,11,8,15,24,24,20,7,15,46,70,72,26,9,7,10,14,10,1,4,4,1,2
Fear Established_Torture (Y),,13,13,15,8,7,21,12,35,18,23,32,85,126,105,34,9,7,11,12,9,7,7,8,3,1
Fear Not Established (N),,22,26,16,25,23,50,23,34,19,29,15,141,175,96,33,6,8,14,16,11,12,7,13,6,4
Administratively Closed,,9,3,3,4,7,10,3,4,12,20,18,28,9,16,5,1,5,5,2,6,2,4,4,1,3
Credible Fear Cases Disaggregated by Adjudicator DHS Component and Occupational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjudicator Component and Occupational Series,From,7/1/2023,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024
,To,7/15/2023,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024
"USCIS: GS-0930, GS-1801",All Decisions,"8,680","9,041","7,714","8,588","7,527","7,323","6,359","8,622","9,174","8,552","9,547","5,606","6,825","11,257","11,427","9,077","11,328","12,462","9,437","10,066","9,222","9,297","7,120","6,431","2,641"
,Fear Established_Persecution (Y),"3,098","2,946","2,510","2,583","2,472","2,539","2,124","2,682","2,582","2,163","2,110","1,920","1,816","1,844","2,059","1,892","2,321","2,851","2,532","2,570","2,464","2,347","1,958","1,361",581
,Fear Established_Torture (Y),"2,077","2,102","1,886","1,945","1,554","1,569","1,516","2,301","2,102","1,585","1,480","1,339","1,407","1,631","1,600","1,422","1,831","2,043","1,747","1,770","1,566","1,575","1,287",956,456
,Fear Not Established (N),"2,748","3,134","2,575","3,053","2,453","2,228","2,003","2,791","2,832","2,528","2,583","1,639","2,149","3,476","3,523","3,215","3,244","3,681","3,604","3,852","3,777","3,569","2,492","1,467",606
,Administratively Closed,757,858,743,"1,007","1,048",987,716,848,"1,658","2,276","3,374",708,"1,453","4,306","4,245","2,548","3,932","3,887","1,554","1,874","1,415","1,806","1,383","2,647",998
"USCBP: GS-1895, GS-1896",All Decisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Persecution (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Torture (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Not Established (N), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reasonable Fear Cases Disaggregated by Adjudicator DHS Component and Occupational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjudicator Component and Occupational Series,From,7/1/2023,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024,4/1/2024,4/16/2024,5/1/2024,5/16/2024,6/1/2024,6/16/2024,7/1/2024
,To,7/15/2023,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024,4/15/2024,4/30/2024,5/15/2024,5/31/2024,6/15/2024,6/30/2024,7/15/2024
"USCIS: GS-0930, GS-1801",All Decisions,386,528,550,561,504,549,392,563,517,554,929,832,"1,038","1,243",903,548,599,780,712,670,648,584,549,426,385
,Fear Established_Persecution (Y),46,60,72,81,53,85,77,117,102,70,115,111,172,210,152,84,62,85,95,79,70,69,55,45,37
,Fear Established_Torture (Y),70,99,121,86,80,93,82,125,102,108,182,176,230,275,176,92,93,130,120,103,104,94,73,68,36
,Fear Not Established (N),197,264,245,271,199,267,171,217,217,212,330,404,495,506,387,224,252,300,314,323,335,270,263,198,187
,Administratively Closed,87,120,128,137,190,122,76,124,115,179,318,158,169,278,207,157,206,278,198,181,156,161,163,118,130
"USCBP: GS-1895, GS-18964",All Decisions, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Persecution (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Established_Torture (Y), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Fear Not Established (N), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Key,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Refugee Officers, occupational series 1801, CBP Officers, occupational series 1895, and Border Patrol Agents, occupational series 1896, who conduct credible fear and reasonable fear screening determinations, have been trained in accordance with the regulatory and statutory requirements for Asylum Officers, occupational series 0930.  Additionally, all credible fear and reasonable fear screening determinations are reviewed by either a Supervisory Asylum Officer, occupational series 0930 or one of a small number of Supervisory Refugee Officers, occupational series 1801, serving in the capacity of Supervisory Asylum Officers. The Supervisory Refugee Officers are either former asylum officers or have been trained and have experience consistent with the regulatory and statutory requirements to conduct reviews of these cases.",,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents 0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"For more information on our reports, visit the Understanding Our Data page.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Case receipts are grouped by date of receipt, decisions are grouped by date of completion",,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Case receipts and completions subject to the Third Country Transit Bar - Interim Final Rule for June 2020 do not include any cases affected by the vacatur of the Third-Country Transit Bar on June 30, 2020 in CAIR v. Trump, 19-cv-02117, June 30, 2020 (D.D.C)",,,,,,,,,,,,,,,,,,,,,,,,,,
3 Only single adults have been screened at the Family Residential Centers.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 USCBP adjudicators have not been assigned any reasonable fear cases to date,,,,,,,,,,,,,,,,,,,,,,,,,,
